POST_NAME,ET_DESC,ET_PRIM_REASON,ET_PRIM_DESC,ET_SEC_REASON,ET_SEC_DESC,Count of VOL_ID
MONGOLIA,RESIGNATION,313,alcohol,,,2
MONGOLIA,RESIGNATION,313,alcohol,113,Peace Corps policies,4
MONGOLIA,RESIGNATION,214,amount of work,,,1
MONGOLIA,RESIGNATION,214,amount of work,216,political/civil unrest,1
MONGOLIA,RESIGNATION,713,conflict with Volunteers/trainees,313,alcohol,1
MONGOLIA,RESIGNATION,510,crime and personal safety,,,1
MONGOLIA,RESIGNATION,116,death/illness of close friend or family member,,,1
MONGOLIA,RESIGNATION,311,emotional/mental health,,,7
MONGOLIA,RESIGNATION,311,emotional/mental health,613,financial,1
MONGOLIA,RESIGNATION,613,financial,,,1
MONGOLIA,RESIGNATION,615,friend(s) or other family responsibility,,,15
MONGOLIA,RESIGNATION,615,friend(s) or other family responsibility,712,unrealistic expectations,1
MONGOLIA,RESIGNATION,611,further education,,,3
MONGOLIA,RESIGNATION,611,further education,613,financial,1
MONGOLIA,RESIGNATION,611,further education,616,other personal/family related,1
MONGOLIA,RESIGNATION,611,further education,610,romantic interest,1
MONGOLIA,RESIGNATION,611,further education,614,spousal responsibility,1
MONGOLIA,RESIGNATION,411,host community/host family,616,other personal/family related,1
MONGOLIA,RESIGNATION,411,host community/host family,217,other program/work assignment,1
MONGOLIA,RESIGNATION,212,host country counterpart/support,,,4
MONGOLIA,RESIGNATION,212,host country counterpart/support,214,amount of work,2
MONGOLIA,RESIGNATION,212,host country counterpart/support,213,matching skills with work assignment,1
MONGOLIA,RESIGNATION,212,host country counterpart/support,712,unrealistic expectations,1
MONGOLIA,RESIGNATION,410,host country culture,,,2
MONGOLIA,RESIGNATION,410,host country culture,411,host community/host family,1
MONGOLIA,RESIGNATION,312,illegal substance,,,1
MONGOLIA,RESIGNATION,400,Job Related,,,6
MONGOLIA,RESIGNATION,400,Job Related,100,Personal/Family,1
MONGOLIA,RESIGNATION,412,living arrangements/housing location,411,host community/host family,1
MONGOLIA,RESIGNATION,213,matching skills with work assignment,,,2
MONGOLIA,RESIGNATION,213,matching skills with work assignment,217,other program/work assignment,1
MONGOLIA,RESIGNATION,213,matching skills with work assignment,712,unrealistic expectations,1
MONGOLIA,RESIGNATION,300,Medical Concerns,100,Personal/Family,1
MONGOLIA,RESIGNATION,600,Other,,,4
MONGOLIA,RESIGNATION,600,Other,400,Job Related,1
MONGOLIA,RESIGNATION,612,other career opportunity,,,9
MONGOLIA,RESIGNATION,612,other career opportunity,116,death/illness of close friend or family member,1
MONGOLIA,RESIGNATION,612,other career opportunity,616,other personal/family related,1
MONGOLIA,RESIGNATION,415,other country assignment/adaptation,,,1
MONGOLIA,RESIGNATION,120,other family,110,technical support,1
MONGOLIA,RESIGNATION,115,other Peace Corps support,,,2
MONGOLIA,RESIGNATION,115,other Peace Corps support,217,other program/work assignment,1
MONGOLIA,RESIGNATION,616,other personal/family related,,,22
MONGOLIA,RESIGNATION,616,other personal/family related,214,amount of work,1
MONGOLIA,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
MONGOLIA,RESIGNATION,616,other personal/family related,212,host country counterpart/support,2
MONGOLIA,RESIGNATION,616,other personal/family related,211,language skills,1
MONGOLIA,RESIGNATION,616,other personal/family related,217,other program/work assignment,1
MONGOLIA,RESIGNATION,217,other program/work assignment,,,1
MONGOLIA,RESIGNATION,217,other program/work assignment,613,financial,1
MONGOLIA,RESIGNATION,217,other program/work assignment,610,romantic interest,1
MONGOLIA,RESIGNATION,113,Peace Corps policies,,,3
MONGOLIA,RESIGNATION,113,Peace Corps policies,313,alcohol,1
MONGOLIA,RESIGNATION,113,Peace Corps policies,710,resignation in lieu of administrative separation,1
MONGOLIA,RESIGNATION,100,Personal/Family,,,11
MONGOLIA,RESIGNATION,100,Personal/Family,200,Adaptation,1
MONGOLIA,RESIGNATION,511,physical assault/harassment,616,other personal/family related,1
MONGOLIA,RESIGNATION,310,physical health,,,4
MONGOLIA,RESIGNATION,310,physical health,615,friend(s) or other family responsibility,1
MONGOLIA,RESIGNATION,310,physical health,312,illegal substance,1
MONGOLIA,RESIGNATION,414,preferred another country/region,,,1
MONGOLIA,RESIGNATION,414,preferred another country/region,511,physical assault/harassment,1
MONGOLIA,RESIGNATION,215,project/site development,,,1
MONGOLIA,RESIGNATION,710,resignation in lieu of administrative separation,,,7
MONGOLIA,RESIGNATION,710,resignation in lieu of administrative separation,313,alcohol,2
MONGOLIA,RESIGNATION,610,romantic interest,,,5
MONGOLIA,RESIGNATION,610,romantic interest,410,host country culture,1
MONGOLIA,RESIGNATION,610,romantic interest,217,other program/work assignment,1
MONGOLIA,RESIGNATION,610,romantic interest,310,physical health,1
MONGOLIA,RESIGNATION,413,site location,,,1
MONGOLIA,RESIGNATION,614,spousal responsibility,,,4
MONGOLIA,RESIGNATION,614,spousal responsibility,311,emotional/mental health,2
MONGOLIA,RESIGNATION,614,spousal responsibility,611,further education,1
MONGOLIA,RESIGNATION,614,spousal responsibility,711,other volunteers/trainees,1
MONGOLIA,RESIGNATION,210,technical skills,415,other country assignment/adaptation,1
MONGOLIA,RESIGNATION,110,technical support,,,4
MONGOLIA,RESIGNATION,110,technical support,112,administrative support,1
MONGOLIA,RESIGNATION,110,technical support,111,medical support,1
MONGOLIA,RESIGNATION,714,unable to adhere to Peace Corps policies,712,unrealistic expectations,1
MONGOLIA,RESIGNATION,712,unrealistic expectations,,,14
MONGOLIA,RESIGNATION,712,unrealistic expectations,410,host country culture,1
MONGOLIA,RESIGNATION,712,unrealistic expectations,616,other personal/family related,1
MONGOLIA,RESIGNATION,712,unrealistic expectations,610,romantic interest,1
MONGOLIA,RESIGNATION,715,use of illegal substance or misuse of alcohol,712,unrealistic expectations,1
MOROCCO,RESIGNATION,,,,,116
MOROCCO,RESIGNATION,200,Adaptation,,,26
MOROCCO,RESIGNATION,200,Adaptation,400,Job Related,5
MOROCCO,RESIGNATION,200,Adaptation,300,Medical Concerns,3
MOROCCO,RESIGNATION,200,Adaptation,600,Other,1
MOROCCO,RESIGNATION,200,Adaptation,616,other personal/family related,1
MOROCCO,RESIGNATION,200,Adaptation,500,Personal Safety,2
MOROCCO,RESIGNATION,200,Adaptation,100,Personal/Family,1
MOROCCO,RESIGNATION,112,administrative support,113,Peace Corps policies,1
MOROCCO,RESIGNATION,112,administrative support,511,physical assault/harassment,1
MOROCCO,RESIGNATION,214,amount of work,,,13
MOROCCO,RESIGNATION,214,amount of work,311,emotional/mental health,1
MOROCCO,RESIGNATION,214,amount of work,212,host country counterpart/support,2
MOROCCO,RESIGNATION,214,amount of work,211,language skills,2
MOROCCO,RESIGNATION,214,amount of work,213,matching skills with work assignment,2
MOROCCO,RESIGNATION,214,amount of work,612,other career opportunity,1
MOROCCO,RESIGNATION,214,amount of work,217,other program/work assignment,1
MOROCCO,RESIGNATION,214,amount of work,215,project/site development,1
MOROCCO,RESIGNATION,214,amount of work,610,romantic interest,1
MOROCCO,RESIGNATION,214,amount of work,512,sexual assault/harassment,1
MOROCCO,RESIGNATION,214,amount of work,110,technical support,1
MOROCCO,RESIGNATION,510,crime and personal safety,,,1
MOROCCO,RESIGNATION,116,death/illness of close friend or family member,,,2
MOROCCO,RESIGNATION,116,death/illness of close friend or family member,311,emotional/mental health,1
MOROCCO,RESIGNATION,116,death/illness of close friend or family member,312,illegal substance,1
MOROCCO,RESIGNATION,116,death/illness of close friend or family member,310,physical health,1
MOROCCO,RESIGNATION,116,death/illness of close friend or family member,216,political/civil unrest,2
MOROCCO,RESIGNATION,116,death/illness of close friend or family member,215,project/site development,1
MOROCCO,RESIGNATION,116,death/illness of close friend or family member,512,sexual assault/harassment,1
MOROCCO,RESIGNATION,118,early termination of spouse,120,other family,1
MOROCCO,RESIGNATION,311,emotional/mental health,,,14
MOROCCO,RESIGNATION,311,emotional/mental health,214,amount of work,1
MOROCCO,RESIGNATION,311,emotional/mental health,615,friend(s) or other family responsibility,2
MOROCCO,RESIGNATION,311,emotional/mental health,410,host country culture,1
MOROCCO,RESIGNATION,311,emotional/mental health,211,language skills,1
MOROCCO,RESIGNATION,311,emotional/mental health,412,living arrangements/housing location,1
MOROCCO,RESIGNATION,311,emotional/mental health,213,matching skills with work assignment,2
MOROCCO,RESIGNATION,311,emotional/mental health,514,other personal safety,1
MOROCCO,RESIGNATION,311,emotional/mental health,511,physical assault/harassment,1
MOROCCO,RESIGNATION,311,emotional/mental health,310,physical health,1
MOROCCO,RESIGNATION,311,emotional/mental health,512,sexual assault/harassment,2
MOROCCO,RESIGNATION,117,family financial obligations,311,emotional/mental health,1
MOROCCO,RESIGNATION,117,family financial obligations,115,other Peace Corps support,2
MOROCCO,RESIGNATION,613,financial,,,1
MOROCCO,RESIGNATION,613,financial,311,emotional/mental health,1
MOROCCO,RESIGNATION,615,friend(s) or other family responsibility,,,15
MOROCCO,RESIGNATION,615,friend(s) or other family responsibility,214,amount of work,1
MOROCCO,RESIGNATION,615,friend(s) or other family responsibility,213,matching skills with work assignment,1
MOROCCO,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,2
MOROCCO,RESIGNATION,615,friend(s) or other family responsibility,310,physical health,1
MOROCCO,RESIGNATION,611,further education,,,8
MOROCCO,RESIGNATION,611,further education,614,spousal responsibility,1
MOROCCO,RESIGNATION,411,host community/host family,,,1
MOROCCO,RESIGNATION,411,host community/host family,311,emotional/mental health,1
MOROCCO,RESIGNATION,411,host community/host family,514,other personal safety,1
MOROCCO,RESIGNATION,212,host country counterpart/support,,,2
MOROCCO,RESIGNATION,212,host country counterpart/support,311,emotional/mental health,3
MOROCCO,RESIGNATION,212,host country counterpart/support,215,project/site development,1
MOROCCO,RESIGNATION,410,host country culture,,,2
MOROCCO,RESIGNATION,410,host country culture,311,emotional/mental health,1
MOROCCO,RESIGNATION,410,host country culture,211,language skills,1
MOROCCO,RESIGNATION,410,host country culture,213,matching skills with work assignment,1
MOROCCO,RESIGNATION,410,host country culture,111,medical support,1
MOROCCO,RESIGNATION,410,host country culture,616,other personal/family related,1
MOROCCO,RESIGNATION,410,host country culture,513,road safety/traveling,1
MOROCCO,RESIGNATION,410,host country culture,512,sexual assault/harassment,2
MOROCCO,RESIGNATION,400,Job Related,,,8
MOROCCO,RESIGNATION,400,Job Related,200,Adaptation,2
MOROCCO,RESIGNATION,400,Job Related,300,Medical Concerns,1
MOROCCO,RESIGNATION,400,Job Related,100,Personal/Family,2
MOROCCO,RESIGNATION,211,language skills,,,4
MOROCCO,RESIGNATION,412,living arrangements/housing location,515,road safety concerns/dangerous traveling,1
MOROCCO,RESIGNATION,412,living arrangements/housing location,413,site location,1
MOROCCO,RESIGNATION,213,matching skills with work assignment,,,4
MOROCCO,RESIGNATION,213,matching skills with work assignment,214,amount of work,1
MOROCCO,RESIGNATION,213,matching skills with work assignment,311,emotional/mental health,1
MOROCCO,RESIGNATION,213,matching skills with work assignment,615,friend(s) or other family responsibility,1
MOROCCO,RESIGNATION,213,matching skills with work assignment,616,other personal/family related,1
MOROCCO,RESIGNATION,213,matching skills with work assignment,310,physical health,1
MOROCCO,RESIGNATION,213,matching skills with work assignment,512,sexual assault/harassment,1
MOROCCO,RESIGNATION,300,Medical Concerns,,,8
MOROCCO,RESIGNATION,300,Medical Concerns,200,Adaptation,1
MOROCCO,RESIGNATION,111,medical support,311,emotional/mental health,1
MOROCCO,RESIGNATION,111,medical support,221,other program/work related (please explain),1
MOROCCO,RESIGNATION,111,medical support,216,political/civil unrest,1
MOROCCO,RESIGNATION,111,medical support,110,technical support,1
MOROCCO,RESIGNATION,600,Other,,,8
MOROCCO,RESIGNATION,600,Other,712,unrealistic expectations,1
MOROCCO,RESIGNATION,612,other career opportunity,,,18
MOROCCO,RESIGNATION,612,other career opportunity,214,amount of work,1
MOROCCO,RESIGNATION,612,other career opportunity,311,emotional/mental health,1
MOROCCO,RESIGNATION,612,other career opportunity,613,financial,1
MOROCCO,RESIGNATION,612,other career opportunity,611,further education,1
MOROCCO,RESIGNATION,612,other career opportunity,212,host country counterpart/support,1
MOROCCO,RESIGNATION,612,other career opportunity,217,other program/work assignment,1
MOROCCO,RESIGNATION,612,other career opportunity,110,technical support,1
MOROCCO,RESIGNATION,415,other country assignment/adaptation,,,2
MOROCCO,RESIGNATION,120,other family,116,death/illness of close friend or family member,1
MOROCCO,RESIGNATION,120,other family,411,host community/host family,1
MOROCCO,RESIGNATION,120,other family,711,other volunteers/trainees,1
MOROCCO,RESIGNATION,120,other family,310,physical health,1
MOROCCO,RESIGNATION,115,other Peace Corps support,,,2
MOROCCO,RESIGNATION,115,other Peace Corps support,117,family financial obligations,1
MOROCCO,RESIGNATION,514,other personal safety,,,3
MOROCCO,RESIGNATION,514,other personal safety,711,other volunteers/trainees,1
MOROCCO,RESIGNATION,616,other personal/family related,,,46
MOROCCO,RESIGNATION,616,other personal/family related,214,amount of work,2
MOROCCO,RESIGNATION,616,other personal/family related,613,financial,1
MOROCCO,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
MOROCCO,RESIGNATION,616,other personal/family related,611,further education,2
MOROCCO,RESIGNATION,616,other personal/family related,410,host country culture,2
MOROCCO,RESIGNATION,616,other personal/family related,213,matching skills with work assignment,1
MOROCCO,RESIGNATION,616,other personal/family related,612,other career opportunity,1
MOROCCO,RESIGNATION,616,other personal/family related,113,Peace Corps policies,2
MOROCCO,RESIGNATION,616,other personal/family related,310,physical health,1
MOROCCO,RESIGNATION,616,other personal/family related,610,romantic interest,1
MOROCCO,RESIGNATION,217,other program/work assignment,,,1
MOROCCO,RESIGNATION,217,other program/work assignment,214,amount of work,1
MOROCCO,RESIGNATION,217,other program/work assignment,410,host country culture,1
MOROCCO,RESIGNATION,217,other program/work assignment,415,other country assignment/adaptation,1
MOROCCO,RESIGNATION,221,other program/work related (please explain),120,other family,1
MOROCCO,RESIGNATION,221,other program/work related (please explain),113,Peace Corps policies,1
MOROCCO,RESIGNATION,221,other program/work related (please explain),215,project/site development,1
MOROCCO,RESIGNATION,221,other program/work related (please explain),110,technical support,1
MOROCCO,RESIGNATION,113,Peace Corps policies,,,17
MOROCCO,RESIGNATION,113,Peace Corps policies,116,death/illness of close friend or family member,1
MOROCCO,RESIGNATION,113,Peace Corps policies,514,other personal safety,1
MOROCCO,RESIGNATION,113,Peace Corps policies,711,other volunteers/trainees,1
MOROCCO,RESIGNATION,113,Peace Corps policies,513,road safety/traveling,1
MOROCCO,RESIGNATION,114,Peace Corps staff in country,,,1
MOROCCO,RESIGNATION,114,Peace Corps staff in country,716,other (please explain),1
MOROCCO,RESIGNATION,114,Peace Corps staff in country,218,received inaccurate information re: assignment,1
MOROCCO,RESIGNATION,500,Personal Safety,,,4
MOROCCO,RESIGNATION,500,Personal Safety,600,Other,1
MOROCCO,RESIGNATION,100,Personal/Family,,,79
MOROCCO,RESIGNATION,100,Personal/Family,200,Adaptation,5
MOROCCO,RESIGNATION,100,Personal/Family,400,Job Related,1
MOROCCO,RESIGNATION,100,Personal/Family,600,Other,6
MOROCCO,RESIGNATION,511,physical assault/harassment,,,1
MOROCCO,RESIGNATION,310,physical health,,,6
MOROCCO,RESIGNATION,310,physical health,311,emotional/mental health,1
